comment,source,cleaned_comment,final_label
Tiện gần trung tâm,booking,tiện gần trung_tâm,positive
"Anh chủ siêu dễ thương, chăm sóc tụi em tận tình lắm ạ",booking,"anh chủ siêu dễ_thương , chăm_sóc tụi em tận_tình lắm ạ",positive
"Sạch sẽ, yên tĩnh, gần trung tâm, lễ tân dễ thương",booking,"sạch_sẽ , yên_tĩnh , gần trung_tâm , lễ_tân dễ_thương",positive
Tiện,booking,tiện,positive
"Sạch sẽ, giường êm, nhân viên thân thiện vui tính, thuê xe tại hotel giá rẻ nữa. Giờ giấc khá thoải mái đi về muộn vẫn có nv mở cửa. Hỗ trợ checkin sớm và thuê thêm giờ khá hợp lí 🫶🏻 mãi iuuu",booking,"sạch_sẽ , giường êm , nhân_viên thân_thiện vui_tính , thuê xe tại hotel giá rẻ nữa . giờ_giấc khá thoải_mái đi về muộn vẫn có_nhân_viên mở_cửa . hỗ_trợ checkin sớm và thuê thêm giờ khá hợp_lí mãi iu",positive
Phòng rộng. Sạch sẽ. Giá tốt. Hỗ trợ nhận phòng sớm,booking,phòng rộng . sạch_sẽ . giá tốt . hỗ_trợ nhận phòng sớm,positive
Phòng rất rộng. Nói chung ở khá thoải mái giêng tư. Tuy nhiên khách sạn không có mang nước cho khách. Mình ở 6 ngày khách sạn chỉ cho 3-4 chai nước ngày đầu tiên. Đã nhắc nhiều lần nhưng có vẻ như thay ca các bạn không nói lại với nhau. Nhờ gọi người dọn phòng cũng không có ai dọn huhu. Hôm nào cũng phải chủ động xin thêm giấy vệ sinh,booking,phòng rất rộng . nói_chung ở khá thoải_mái giêng tư . tuy_nhiên khách_sạn không có_mang nước cho khách . mình ở 6 ngày khách_sạn chỉ cho 3 - 4 chai nước ngày đầu_tiên . đã nhắc nhiều lần nhưng có vẻ như thay ca các bạn không nói lại với nhau . nhờ gọi người dọn phòng cũng không có ai dọn huhu . hôm nào cũng phải chủ_động xin thêm giấy vệ_sinh,negative
10 điểm,booking,10 điểm,positive
"Phòng ok, khách sạn gì làm ăn hay ghê, khách đi chơi xong về thấy phòng vừa sạch vừa thơm, nhưng mà hy vọng là lúc lựa chọn phòng trên app thì nhận phòng giống như trên app luôn, heheh, nói chung chỗ dễ huôn, sẽ ghé lại nho",booking,"phòng ok , khách_sạn gì làm_ăn hay ghê , khách đi chơi xong về thấy phòng vừa sạch vừa thơm , nhưng mà hy_vọng là lúc lựa_chọn phòng trên app thì nhận phòng giống như trên app luôn , heheh , nói_chung chỗ dễ huôn , sẽ ghé lại nho",positive
"Phòng đẹp, sạch sẽ, nằm trong trung tâm thuận tiện đi lại. Chủ khách sạn và bạn lễ tân dễ thương, tận tình. Giá hợp lý.",booking,"phòng đẹp , sạch_sẽ , nằm trong trung_tâm thuận_tiện đi_lại . chủ_khách_sạn và bạn lễ_tân dễ_thương , tận_tình . giá hợp_lý .",positive
Mọi thứ đều rất rất ok,booking,mọi thứ đều rất rất tốt,positive
Nữa đêm có tiếng chó sủa,booking,nữa đêm có tiếng chó sủa,neutral
"Anh chị chủ siêu dễ thương, bạn lễ tân tận tình chu đáo , chăm sóc khách rất okla. Khu vực xung quanh nhiều quán ăn ngon, local nổi tiếng. Đường đi rộng rãi thoải mái, chỉ 5-7p ra chợ Đà Lạt. Có thang máy , phòng cách âm tốt. Khách sạn cũng chuẩn bị quạt máy. Giặt ủi có tiệm đầu đường lấy và đem tới miễn phí siêu nhanh , giá cũng okla.",booking,"anh_chị chủ siêu dễ_thương , bạn lễ_tân tận_tình chu_đáo , chăm_sóc khách rất okla . khu_vực xung_quanh nhiều quán ăn ngon , local nổi_tiếng . đường đi rộng_rãi thoải_mái , chỉ 5 - 7p ra chợ đà_lạt . có thang_máy , phòng cách_âm tốt . khách_sạn cũng chuẩn_bị quạt_máy . giặt ủi có tiệm đầu đường lấy và đem tới miễn_phí siêu nhanh , giá cũng okla .",positive
"Sạch sẽ , và cực yên tĩnh mình 2 đêm ngủ rất ngon đêm đầu tiên gối hơi cao nhưng bạn nhân viên ca đêm đã hỗ trợ mình rất vui vẻ và nhiệt tình dù 2h -3h sáng bạn đang ngủ nhưng ko tỏ ra khó chịu ngược lại cười tươi để hỗ trợ mình và còn chúc mình ngủ ngon , mình đi dalatt 1 mình nên hơi pùn va đêm thứ 2 mình có xuống quầy đi dạo và mình có bắt chuỵen với bạn nv va cái đáng nói ở đây bạn đã trò chuyện với mình tới sáng luôn va ko hề khó chịu mình cảm thấy rất vui và ấm ap và mình sẽ quay lại vào lần sau",booking,"sạch_sẽ , và cực yên_tĩnh mình 2 đêm ngủ rất ngon đêm đầu_tiên gối hơi cao nhưng bạn nhân_viên ca đêm đã hỗ_trợ mình rất vui_vẻ và nhiệt_tình dù 2h - 3h sáng bạn đang ngủ nhưng không tỏ ra khó_chịu ngược_lại cười tươi để hỗ_trợ mình và còn chúc mình ngủ ngon , mình đi dalatt 1 mình nên hơi pùn va đêm thứ 2 mình có xuống quầy đi dạo và mình có bắt chuỵen với bạn nhân_viên va cái đáng nói ở đây bạn đã trò_chuyện",positive
"Sạch sẽ nha , dưới quầy lễ tân có bán nước ép rẻ va trái cây rất tươi mn nên uống thử và mình thấy o đây ai cũng dễ thương ac chủ đáng yêu thực sự va bạn nhân viên lễ tân cực kỳ chu đáo luôn á kiểu lúc nào cũng hỏi thăm mình á lúc nào cũng hỏi là mình cần bạn hỗ trợ j ko ê lễ tân ok nha mấy bà nên ghé ks 1 lần đi ko uổng công đâu",booking,"sạch_sẽ nha , dưới quầy lễ_tân có bán_nước ép rẻ va trái_cây rất tươi mọi người nên uống thử và mình thấy o đây ai cũng dễ_thương ac chủ đáng yêu thực_sự va bạn nhân_viên lễ_tân cực_kỳ chu_đáo luôn á kiểu lúc_nào cũng hỏi_thăm mình á lúc_nào cũng hỏi là mình cần bạn hỗ_trợ j không ê lễ_tân tốt nha mấy bà nên ghé khách_sạn 1 lần đi không uổng công đâu",positive
"Anh chị chủ và bạn nhân viên dễ thương cực kì, nhiệt tình và support mọi lúc. Hotel này 2 năm trc đó được em mình giới thiệu mà chưa kịp đi năm nay đi rồi có thể thấy phòng ốc sạch sẽ đặc biệt là nhà vệ sinh sáng sủa xinh xắn",booking,"anh_chị chủ và bạn nhân_viên dễ_thương cực_kì , nhiệt_tình và support mọi lúc . hotel này 2 năm trc đó được em mình giới_thiệu mà chưa kịp đi năm nay đi rồi có_thể thấy phòng_ốc sạch_sẽ đặc_biệt là nhà vệ_sinh sáng_sủa xinh_xắn",positive
10điểm không có chỗ chê phòng xinh sạch sẽ. Anh chị chủ dễ thương,booking,10điểm không có chỗ chê phòng xinh sạch_sẽ . anh_chị chủ dễ_thương,positive
Anh chị chủ dth,booking,anh_chị chủ dth,positive
"Vị trí thuận lợi, nv cực kỳ dễ chịu đúng kiểu ng đà lạt nhẹ nhàng",booking,"vị_trí thuận_lợi , nhân_viên cực_kỳ dễ_chịu đúng kiểu ng đà lạt nhẹ_nhàng",positive
"Phòng rất thoải mái, nhà vệ sinh sạch sẽ, hệ thống nước nóng tốt. Vị trí thuận lợi để đi bộ ra chợ và những quán ăn ngon.",booking,"phòng rất thoải_mái , nhà vệ_sinh sạch_sẽ , hệ_thống nước nóng tốt . vị_trí thuận_lợi để đi bộ ra chợ và những quán ăn ngon .",positive
"Chỗ nghỉ thoáng, có ánh sáng",booking,"chỗ nghỉ thoáng , có ánh_sáng",positive
Nhân viên rất dễ thương và nhiệt tình,booking,nhân_viên rất dễ_thương và nhiệt_tình,positive
"Tiện ích ngay trung tâm, chỗ để xe rộng rãi",booking,"tiện_ích ngay trung_tâm , chỗ để xe rộng_rãi",positive
Vị trí đẹp,booking,vị_trí đẹp,positive
"Vị trí ở hợp lí
Nhân viên nhiệt tình",booking,vị_trí ở hợp_lí nhân_viên nhiệt_tình,positive
"Chỗ ở sạch sẽ ,nhân viên nhiệt tình ,đi đâu cũng thuận tiên",booking,"chỗ ở sạch_sẽ , nhân_viên nhiệt_tình , đi đâu cũng thuận_tiên",positive
Các bạn nhân viên nhiệt tình vui vẻ.,booking,các bạn nhân_viên nhiệt_tình vui_vẻ .,positive
"Bữa sáng khá là đa dạng, quầy line sạch sẽ, nhân viên lễ tân và cả các bác bảo vệ nhiệt tình chu đáo, hỗ trợ check-in sớm cho khách, phòng sạch thơm, có cửa sổ sáng thoáng và có cả lưới chống muỗi, vị trí tiện đi lại, ăn uống mua sắm.",booking,"bữa sáng khá là đa_dạng , quầy line sạch_sẽ , nhân_viên lễ_tân và cả các bác bảo_vệ nhiệt_tình chu_đáo , hỗ_trợ check - in sớm cho khách , phòng sạch thơm , có cửa_sổ sáng thoáng và có cả lưới chống muỗi , vị_trí tiện đi_lại , ăn_uống mua_sắm .",positive
"Nhân Viên nhiệt tình, dễ thương. Tận tình chăm sóc khách hàng.Chu đáo. Đặc biệt Buffet rất ngon.👍🏻👍🏻👍🏻",booking,"nhân_viên nhiệt_tình , dễ_thương . tận_tình chăm_sóc khách_hàng . chu_đáo . đặc_biệt buffet rất ngon .",positive
"Nhân viên vui vẻ, nhiệt tình.",booking,"nhân_viên vui_vẻ , nhiệt_tình .",positive
"Vị trí ngay hồ xuân hương,đi bộ ra chợ đêm thuận lợi. View thoáng ,di chuyển dễ dàng.",booking,"vị_trí ngay hồ xuân hương , đi bộ ra chợ đêm thuận_lợi . view thoáng , di_chuyển dễ_dàng .",positive
"Thức ăn sáng không ngon, nội thất cũ kỹ, hành lang giấy dán tường bong tróc cũng kg thay nên nhìn xuống cấp lắm.",booking,"thức_ăn sáng không ngon , nội_thất cũ_kỹ , hành_lang giấy dán tường bong tróc cũng kg thay nên nhìn xuống_cấp lắm .",negative
"Giường to nằm thoải mái, vườn đẹp, nhân viên thân thiện",booking,"giường to nằm thoải_mái , vườn đẹp , nhân_viên thân_thiện",positive
Nhân viên dễ chịu.,booking,nhân_viên dễ_chịu .,positive
Khách sạn gần chợ Đà Lạt nên tiện đi lại tham quan,booking,khách_sạn gần chợ đà lạt nên tiện đi_lại tham_quan,positive
yên tĩnh,booking,yên_tĩnh,positive
"vị trí trung tâm, có chổ đậu xe hơi, phòng ốc không mới nhưng rộng rãi, thoáng mát, đáng giá tiền",booking,"vị_trí trung_tâm , có chổ đậu xe_hơi , phòng_ốc không mới nhưng rộng_rãi , thoáng mát , đáng_giá tiền",positive
Thoải mái rộng rãi,booking,thoải_mái rộng_rãi,positive
"Phòng sạch, tiện nghi, lễ tân dễ thương, mình nhận phòng lúc 1:30 sáng các bạn vẫn hỗ trợ, có cơ hội sẽ quay lại ạ.",booking,"phòng sạch , tiện_nghi , lễ_tân dễ_thương , mình nhận phòng lúc 130 sáng các bạn vẫn hỗ_trợ , có cơ_hội sẽ quay lại ạ .",positive
Ổn,booking,ổn,positive
"Ks nằm gần trung tâm, thuận tiện cho việc tham quan, ăn uống",booking,"khách_sạn nằm gần trung_tâm , thuận_tiện cho việc tham_quan , ăn_uống",positive
ok,booking,tốt,positive
"Tôi đã đặt phòng tại khách sạn này rất nhiều lần trước đây và các lần trước trải nghiệm đều ổn, không có vấn đề gì, nên lần này tôi tiếp tục quay lại. Tuy nhiên, trải nghiệm lần này thực sự rất tệ.

Khi nhận phòng, phòng ban đầu không đúng như mong đợi nên tôi yêu cầu đổi phòng. Phòng mới thì có mùi hôi rất khó chịu. Tôi gọi nhân viên lên xử lý, xịt lại phòng nhưng khách sạn không có bất kỳ lời xin lỗi hay thái độ cầu thị nào.

Khoảng 5 phút sau, nhân viên quay lại gõ cửa và yêu cầu phụ thu thêm 50.000 đồng với lý do tôi đã ngồi lên giường của phòng cũ, trong khi tôi chỉ vào kiểm tra phòng khi nhận phòng. Cách xử lý này khiến tôi rất bực mình và thất vọng.

Đánh giá nhân viên lễ tân xử lý tình huống quá tệ, thiếu chuyên nghiệp và không tôn trọng khách hàng. Với trải nghiệm như vậy, tôi đánh giá 1 sao cho lần lưu trú này và sẽ cân nhắc kỹ trước khi quay lại.",booking,"tôi đã đặt phòng tại khách_sạn này rất nhiều lần trước đây và các lần trước trải nghiệm đều ổn , không có vấn_đề gì , nên lần này tôi tiếp_tục quay lại . tuy_nhiên , trải nghiệm lần này thực_sự rất tệ . khi nhận phòng , phòng_ban_đầu không đúng như mong_đợi nên tôi yêu_cầu đổi phòng . phòng mới thì có mùi hôi rất khó_chịu . tôi gọi nhân_viên lên xử_lý , xịt lại phòng nhưng khách_sạn không có bất_kỳ lời xin_lỗi hay thái_độ cầu thị nào . khoảng 5 phút sau ,",negative
Sạch và yên tĩnh ngay trung tâm gần bến xa 10đ,booking,sạch và yên_tĩnh ngay trung_tâm gần bến xa 10đ,positive
"Khách sạn nằm ở trung tâm, phòng rộng rãi, trang thiết bị hơi củ nhưng ok.",booking,"khách_sạn nằm ở trung_tâm , phòng rộng_rãi , trang thiết_bị hơi củ nhưng ok .",positive
Ngay trung tâm,booking,ngay trung_tâm,positive
Tốt,booking,tốt,positive
"Có chỗ đậu xe ô tô riêng biệt, vị trí thuận lợi di chuyển ra trung tâm thành phố",booking,"có chỗ đậu xe ô_tô riêng_biệt , vị_trí thuận_lợi di_chuyển ra trung_tâm thành_phố",positive
Ngay trung tam tp,booking,ngay trung tam_tp,positive
Tuyệt,booking,tuyệt,positive
Lễ tân tuyệt vời,booking,lễ_tân tuyệt_vời,positive
"Sạch sẽ, tiện nghi, yên tĩnh",booking,"sạch_sẽ , tiện_nghi , yên_tĩnh",positive
Vị trí,booking,vị_trí,neutral
"Nhân viên dễ thương, nhiệt tình, hỗ trợ khi khách cần. Phòng sạch sẽ",booking,"nhân_viên dễ_thương , nhiệt_tình , hỗ_trợ khi khách cần . phòng sạch_sẽ",positive
Good,booking,good,positive
Bữa sáng món ko phải quá nhiều nhưng ngon nhân viên nhiệt tình,booking,bữa sáng món không phải quá nhiều nhưng ngon nhân_viên nhiệt_tình,positive
Rộng rãi sạch sẽ,booking,rộng_rãi sạch_sẽ,positive
"Tất cả đều tuyệt vời; nhân viên rất thân thiện và nhiệt tình, ngay trung tâm; chỗ để xe rộng rãi",booking,"tất_cả đều tuyệt_vời nhân_viên rất thân_thiện và nhiệt_tình , ngay trung_tâm chỗ để xe rộng_rãi",positive
các bạn phục vụ tại nhà ăn rất dễ thương ân cần cảm giác rất dễ chịu,booking,các bạn phục_vụ tại nhà_ăn rất dễ_thương ân_cần cảm_giác rất dễ_chịu,positive
"Nhân viên nhiệt tình, phòng ốc sạch sẽ",booking,"nhân_viên nhiệt_tình , phòng_ốc sạch_sẽ",positive
"Nhân viên siêu thân thiện dễ thương nhiệt tình.
Vị trí ngay trung tâm đi bộ xíu là tới chợ
Xe máy khách sạn thuê cũng rẻ và tốt
Khách sạn nên tăng lương cho nhân viên,mình nghĩ khách cũ quay lại khách sạn ủng hộ nhiều phần là do lễ tân dễ thương",booking,"nhân_viên siêu thân_thiện dễ_thương nhiệt_tình . vị_trí ngay trung_tâm đi bộ xíu là tới chợ xe_máy_khách_sạn thuê cũng rẻ và tốt khách_sạn nên tăng lương cho nhân_viên , mình nghĩ khách cũ quay lại khách_sạn ủng_hộ nhiều phần là do lễ_tân dễ_thương",positive
